,incident_id,date,city,county,state,num_offenders,num_victims_killed,num_victims_injured,firstcod,secondcod,ak_47_pattern,ar_15_pattern,type,situation_type,location_type,location,gis_code,longitude,latitude,narrative
207,355,2018-04-22,Nashville,Davidson County,TN,1,4,4,Shooting,,False,True,Public,Indiscriminate,Commercial/Retail/Entertainment,Bar/Club/Restaurant,47037015630.0,-86.615468,36.050568,"Travis Reinking had a history of paranoia and mental illness: he believed that he was being stalked by Taylor Swift and his phone was being hacked; he crashed a pool party in a pink dress (with his rifle in the trunk) before exposing himself to the partygoers; and he attempted to break into The White House to get a meeting with President Trump. After being arrested by the Secret Service, his gun license was revoked, and the guns were turned over to his father. When he wanted to move out of state, his father returned the weapons to Reinking, who used them to kill four people at the Waffle House...while naked. He was convicted and sentenced to life without parole. "
212,354,2018-02-26,Detroit,Wayne County,MI,1,4,0,Shooting,,False,False,Family,Interpersonal conflict,Multiple,Multiple,26163544200.0,-83.265868,42.400522,"George Davis, on parole, went to a gas station in the morning and got into an argument with the mother of his child, killing her, her passenger, and another male witness. He then went to his cousin's home and killed him before fleeing; he killed himself in Ohio. "
213,353,2018-02-14,Parkland,Broward County,FL,1,17,17,Shooting,,False,False,Public,Indiscriminate,School/College,School,12011010601.0,-80.269436,26.304561," Nikolas Cruz reportedly had a history of serious mental health and behavioral problems, switching schools multiple times for disciplinary reasons. He attended specialty schools for students with emotional and behavioral problems, and had been recommended to be involuntarily committed by a SRO and counselors. After being expelled from Marjory Stoneman Douglas High School, he used an AR-15 style rifle that he had legally purchased to kill students and teachers. Cruz pleaded guilty to the murders and was sentenced to life imprisonment without parole eligibility."
214,352,2018-02-10,Paintsville,Johnson County,KY,1,4,0,Shooting,,False,False,Family,Despondency,Residence/Other shelter,Residence,21115960402.0,-82.810646,37.816206,"Joseph Nickell had recently lost his sister to drug addiction, and had a history of substance abuse and domestic violence. He drove to his parent's house, where allegedly he killed them, before attempting to kill his son. According to the authorities, Nickell then drove seven miles to his girlfriend's home and killed her and her mother before committing suicide. "
215,350,2018-01-28,Reading,Berks County,PA,4,4,0,Shooting,,False,False,Felony,Drug trade,Residence/Other shelter,Residence,42011000100.0,-75.931628,40.333087," Four young men were shot multiple times, each in a first-floor apartment of a Reading, PA row house. The case reportedly involved a drug ring. Jesus Feliciano-Trinidad, Dewayne Quinones, and Mayco Alvarez-Jackson were charged and convicted. They are awaiting sentencing.The police identified Pedro Sanchez-Laporte as a person of interest and announced a reward for information leading to his arrest. He was then arrested in Florida in 2021. Charges against Sanchez-Laporte are pending trial."
216,351,2018-01-28,Melcroft,Fayette County,PA,1,4,1,Shooting,,False,True,Public,Interpersonal conflict,Commercial/Retail/Entertainment,Commercial/Retail,42051260500.0,-79.389166,40.052003,"Timothy Smith went to a car wash in the middle of the night to engage in a fight with his ex-girlfriend's new boyfriend. While the victims believed it was supposed to be a fistfight, Smith killed them all before committing suicide. Smith was described as being obsessed with his ex. She had recently posted on Facebook that she needed to be taken out on a date or by a sniper, and Smith commented ""I can do both."" "
217,344,2017-12-31,Long Branch,Monmouth County,NJ,1,4,0,Shooting,,False,False,Family,Other,Residence/Other shelter,Residence,34025805900.0,-74.002996,40.292595,"Scott Kologi, a 16 year old who was homeschooled by his mother and reportedly had an autism spectrum disorder, killed his parents, sister, and grandfather's girlfriend in their family home on New Year's Eve. Kologi was convicted and was given four life sentences."
219,349,2017-11-14,Rancho Tehama,Tehama County,CA,1,5,18,Shooting,,False,True,Public,Indiscriminate,Multiple,Multiple,6103000300.0,-122.397512,40.001032,"Kevin Neal was suspected to be mentally ill, had just assaulted a neighbor, and was called about possible domestic violence on the day prior to the incident. According to the police, Neal shot and killed his wife before going on a rampage to kill his two neighbors, whom he suspected of cooking meth, and then stole their truck to go to the elementary school that his neighbor's son attended. He was prohibited from having guns because of the restraining order, but illegally manufactured the ghost guns at home. Neal committed suicide."
220,347,2017-11-05,Sutherland Springs,Wilson County,TX,1,25,20,Shooting,,False,True,Public,Indiscriminate,House of Worship,House of worship,48493000102.0,-98.056509,29.273245,"Devin Kelley had a history of warning signs, including domestic violence, sexual assault, prison time, military experience and obsession with weapons, obsession with previous mass shootings, restraining order, treatment in a mental health facility, etc. He went to his wife's family's church and killed 25, including her grandmother. A citizen pursued Kelley and injured him with gunfire. Kelley then crashed his car, called his family to apologize, and then took his own life. "
223,346,2017-10-11,Pedro,Lawrence County,OH,1,4,1,Shooting,Stabbing,False,False,Family,Interpersonal conflict,Residence/Other shelter,Residence,39087050700.0,-82.667385,38.630357,Arron Lawson shot and stabbed four family members and stabbed another (who survived and alerted the police). Lawson also then sexually abused one of decreased victims. Lawson pleaded guilty and was was sentenced to death.
224,345,2017-10-05,Casa Grande,Pinal County,AZ,2,4,0,Shooting,Stabbing,False,False,Other,Interpersonal conflict,Residence/Other shelter,Residence,4021001403.0,-111.75728,32.885452,"According to the police, Alec Perez had repeatedly abused his wife, and she had obtained a restraining order against him. He threatened to kill her and told her he'd be back with the right people. He and Rodney Ortiz allegedly murdered her and three others. Both have been charged with trial pending."
225,342,2017-10-01,Las Vegas,Clark County,NV,1,60,867,Shooting,,False,True,Public,Indiscriminate,Open space,Open space,32003006800.0,-115.171667,36.095,"According to the authorities, Stephen Paddock, while perched at the window of a Mandalay Bay hotel room, open fired on concert goers below, killing 60 (two of whom died years later from their injuries). Of the 867 injured victims, 411 were injured by gunfire. Paddock took his own life as police approached."
226,341,2017-09-15,Chicago,Cook County,IL,1,4,0,Shooting,,False,False,Felony,Gang conflict,Vehicle,Vehicle,17031842800.0,-87.693082,41.808366,Three known members of the Satan's Disciples gang plus one of their ex-girlfriends were shot in a vehicle by another gang retaliating for a hit two nights earlier. The case is unsolved. 
227,340,2017-09-10,Plano,Collin County,TX,1,8,1,Shooting,,False,True,Other,Family issue,Residence/Other shelter,Residence,48085031628.0,-96.726403,33.055832,"According to the police, Spencer Hight went to his ex-wife's football party and shot her and seven of their friends. All but one of the victims died. Hight was fatally shot at the scene by the police."
229,338,2017-08-24,Glasgow Village,St. Louis County,MO,1,4,0,Shooting,,False,False,Felony,Robbery,Residence/Other shelter,Residence,29189210200.0,-90.201084,38.754098,"Ja'Vonne DuPree was friends with the victims and was staying at their house at the time of the murders. He shot the four victims, ransacked the house, and stole their car. Dupree was convicted and given a life sentence."
230,337,2017-08-21,Whitakers,Halifax County,NC,4,4,0,Shooting,,False,False,Felony,Robbery,Residence/Other shelter,Residence,37083930800.0,-77.828855,36.169378,"According to the police, four men broke into the home of a federally-licensed gun salesman (who ran his business from his home), allegedly killing the salesman, his wife, and a couple that were visiting to play cards. Robbery was the motive and police believe it was gang related. Charges against three of the alleged assailants were dropped, however charges against the fourth--James Powell--stood. Powell took an Alford plea, not admitting guilt, and was given four life sentences without parole eligibility. "
232,335,2017-06-15,La Madera,Rio Arriba County,NM,1,5,0,Shooting,,False,False,Family,Interpersonal conflict,Multiple,Multiple,35039000402.0,-106.041973,36.39013,"Damian Herrera got into an argument with his stepfather about using his pickup truck. He then shot and killed his stepfather, his half-brother, and mother when the latter two tried to intervene. His sister escaped. He stole the pickup and fled, eventually killing another man to steal his truck. Herrera then drove to a general store to get gas where he killed another man. He was apprehended after a police chase that ended in a crash. Herrere was convicted and received four consecutive life sentences."
233,334,2017-06-05,Orlando,Orange County,FL,1,5,0,Shooting,,False,False,Public,Employment grievance,Commercial/Retail/Entertainment,Commercial/Retail,12095016407.0,-81.294134,28.579857,"John Neumann was reportedly a disgruntled employee that had a previous history of arguing with coworkers, and even had the police called on him at work in 2014 for battering a coworker; no charges were filed. After being fired from his job, Neumann allegedly went back to Fiamma Inc. and targeted specific coworkers, killing five before himself"
234,333,2017-05-27,Bogue Chitto,Lincoln County,MS,1,8,1,Shooting,,False,False,Family,Interpersonal conflict,Residence/Other shelter,Residence,28085950401.0,-90.460492,31.412388,"Willie Godbolt's wife had left him three weeks prior. He went to her mother's house, where she and their two children were staying, to get custody of the kids back. They called the local deputy, which prompted Godbolt to start firing; he killed three family members and the deputy while his wife and children escaped. He then forced two different individuals to drive him around in different cars, and shot and killed four more people in two homes. He was shot during the process and claimed that his intention had been suicide by cop. Godbolt was found guilty on all charges: four counts of first-degree murder, two counts of kidnapping, one count of attempted murder and one count of armed robbery. He was sentenced to death."
238,329,2017-04-07,Houston,Harris County,TX,1,4,0,Shooting,,False,False,Family,Family issue,Multiple,Multiple,48201313801.0,-95.367584,29.685898,"Dekitta Holmes was recently divorced with three children and was unemployed despite having a college degree in criminal justice. According to the police, she went to three separate locations to kill her recent boyfriend, sister, and mother and stepfather. Holmes then committed suicide."
240,326,2017-03-30,Chicago,Cook County,IL,1,4,0,Shooting,,False,False,Felony,Gang conflict,Commercial/Retail/Entertainment,Bar/Club/Restaurant,17031431400.0,-87.558197,41.760082,"Maurice Harris allegedly targeted four people after his father was killed the night before, presumably related to gang violence. Charges against Harris were dropped because of insufficient evidence."
241,324,2017-03-22,Rothschild,Marathon County,WI,1,4,0,Shooting,,False,False,Public,Interpersonal conflict,Multiple,Multiple,55073001000.0,-89.609533,44.899752,"Nengmy Vang was going through a contentious divorce with his wife. He demanded that she immediately grant him the divorce within 24 hours, or he would kill her. He killed two of her coworkers before going to kill her lawyer (Vang’s wife was in hiding at this point). After killing the lawyer, Vang returned home to his apartment and engaged in a three-hour standoff with police, killing a cop before himself being killed. Vang had a history of emotional abuse towards his wife, marital problems, potential mental illness, and financial issues. "
243,323,2017-03-15,Metairie,Jefferson Parish,LA,1,4,1,Shooting,Stabbing,False,False,Felony,Drug trade,Residence/Other shelter,Residence,22051029600.0,-90.176273,29.9974,"Armande Tart was a local drug dealer who went to his friend's apartment and killed him after realizing he had used his drugs. He then went to a nearby apartment with other friends, known cocaine dealers, asked to use their bathroom, and then shot them all point blank in the head, presumably stealing the drugs. Tart was convicted and given a life sentence."
245,321,2017-02-20,Toomsuba,Lauderdale County,MS,1,4,0,Shooting,Stabbing,False,False,Family,Interpersonal conflict,Residence/Other shelter,Residence,28075010204.0,-88.502354,32.437612,"Karon McVay came to his girlfriend's cousin's house and shot/stabbed four to death, leaving the three-year-old daughter of his girlfriend's cousin alive. He later returned to the scene when police arrived and pretended to be a normal concerned citizen. He had a history of arson and possibly domestic violence, and served time in prison. McVay was convicted and sentenced to life without parole eligibility."
246,320,2017-02-06,Yazoo City,Yazoo County,MS,1,4,0,Shooting,,False,False,Public,Interpersonal conflict,Commercial/Retail/Entertainment,Bar/Club/Restaurant,28163950300.0,-90.405082,32.862712,"According to the police, Briddell Barber was at a nightclub with his girlfriend when one of the four victims offered her a ride home. This started an altercation with Barber opening fire on this person and his friends. There is no indication that Barber knew any of them. He pleaded guilty and was sentenced to life without parole. "
247,319,2017-01-27,Bremerton,Kitsap County,WA,3,4,0,Shooting,,False,False,Felony,Drug trade,Residence/Other shelter,Residence,53035092000.0,-122.828362,47.56248,"A woman and her son/stepson were killed in their home, which was then burned. Her husband was found the next day in his car, murdered and the car burned as well. Marijuana plants and $60,000 were found in the home. In January 2020, the Kitsap County Sheriff's Office reported that it believes ""members and associates"" of the Bandidos Motorcycle Club were directly involved in the murders. In 2022, Danie Jay Kelly, Jr., Johnny Watson and Robert Watson were arrested and charged. "
248,328,2017-01-06,Fort Lauderdale,Broward County,FL,1,5,6,Shooting,,False,False,Public,Indiscriminate,Commercial/Retail/Entertainment,Commercial/Retail,12011080200.0,-80.150581,26.074215,"Opening fire at the Fort Lauderdale International Airport, Esteban Santiago-Ruiz killed five people and wounded six others (dozens more sustained injuries in the ensuing panic). After serving in the military, Santiago-Ruiz became withdrawn and exhibited anger issues. A few months prior to the shooting, he went to the FBI office in Anchorage, Alaska claiming that the government was trying to control his mind. Despite prior gun confiscations due to mental health concerns, he was a legal gun owner and had a concealed carry permit.  Santiago-Ruiz pleaded guilty and was sentenced to life in prison."
249,318,2017-01-03,Hubbard,Marion County,OR,1,4,0,Shooting,Blunt force,False,False,Family,Undetermined,Residence/Other shelter,Residence,41047010202.0,-122.767887,45.193879,"According to the police, Keith Kroeker shot his wife and three young children before setting their house and barn ablaze and killing himself. "
