,Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
88312,ALB,Albania,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",1.52812001298902,CTS/GSH 2023 Revision
88313,ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",2.8260375711821,CTS
88314,ARM,Armenia,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.631153085128876,CTS
88315,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",10.9746595111887,CTS
88316,AUS,Australia,Oceania,Australia and New Zealand,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.0935326864612738,CTS
88317,AUT,Austria,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.181869932080674,CTS/GSH 2023 Revision
88318,AZE,Azerbaijan,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.17872094779293,CTS
88319,BGR,Bulgaria,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.236688730233184,CTS
88320,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",26.81569846123,CTS
88321,BIH,Bosnia and Herzegovina,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.668599403434915,CTS
88322,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",21.8845536418433,CTS/MoI
88323,BMU,Bermuda,Americas,Northern America,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",4.74120900829712,GSH 2023 Revision/CTS
88324,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.376020918655832,CTS
88325,BRB,Barbados,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",8.23820593365737,CTS
88326,BTN,Bhutan,Asia,Southern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0,CTS
88327,CAN,Canada,Americas,Northern America,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.730419265035174,CTS
88328,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.165647402701969,CTS
88329,CHL,Chile,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",1.81832267137514,CTS
88330,COL,Colombia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",18.357173219515,CTS/GSH 2023 Revision
88331,CPV,Cabo Verde,Africa,Sub-Saharan Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",2.12406673817691,CTS
88332,CRI,Costa Rica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",8.71072813276832,CTS
88333,CYP,Cyprus,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.165491264957307,CTS
88334,CZE,Czechia,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.0759639949654862,CTS
88335,DEU,Germany,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.052042754357207,WHO
88336,DMA,Dominica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",8.5223641038024,CTS
88337,DNK,Denmark,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.139438776355018,WHO
88338,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",5.76675053187473,CTS/NGO
88339,DZA,Algeria,Africa,Northern Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.128839207842097,CTS
88340,ECU,Ecuador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",3.02450556221546,CTS
88341,ESP,Spain,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.135239073702505,CTS
88342,FIN,Finland,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.108929693145054,CTS
88343,FRA,France,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.0997753697858386,WHO
88344,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.0476639595523639,CTS
88345,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.1069041935308,CTS
88346,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.0368677186255714,CTS
88347,GRC,Greece,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.2057569099951,CTS
88348,GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0,CTS
88349,GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",8.45662238279752,CTS
88350,GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",2.8824031905583,CTS
88351,HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0,CTS/GSH 2023 Revision
88352,HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",29.1580561932979,CTS
88353,HRV,Croatia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.572455310918369,CTS
88354,HUN,Hungary,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0,CTS
88355,ISL,Iceland,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0,CTS/GSH 2023 Revision
88356,JAM,Jamaica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",47.8568396824357,CTS
88357,JOR,Jordan,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.460090479240032,CTS
88358,JPN,Japan,Asia,Eastern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.00236849948736197,WHO
88359,KAZ,Kazakhstan,Asia,Central Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.349443898256351,CTS/WHO
88360,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",39.7610153707715,CTS
88361,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",18.0624112754602,CTS
88362,LKA,Sri Lanka,Asia,Southern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.237134158371117,CTS
88363,LTU,Lithuania,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.241009485444749,WHO
88364,MAR,Morocco,Africa,Northern Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.0140733613365077,CTS
88365,MDA,Republic of Moldova,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.282973841269282,CTS
88366,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",17.8420159457492,CTS
88367,MKD,North Macedonia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.757583290364156,CTS
88368,MLT,Malta,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.417103756644984,CTS
88369,MNE,Montenegro,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",1.73930092752175,CTS
88370,MNG,Mongolia,Asia,Eastern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.0645988572462153,CTS
88371,NIC,Nicaragua,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",2.88556556776512,CTS/MoH
88372,NLD,Netherlands,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.209214771632197,CTS
88373,NZL,New Zealand,Oceania,Australia and New Zealand,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.231761819642109,CTS/NP
88374,OMN,Oman,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0,CTS
88375,PAN,Panama,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",6.49404074107259,CTS/PPR
88376,PER,Peru,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",3.1133834450961,CTS
88377,PHL,Philippines,Asia,South-eastern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",3.05044565830613,CTS
88378,PRY,Paraguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",5.49138968978211,CTS
88379,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",47.9841318853519,CTS
88380,SRB,Serbia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.415277941507432,CTS/GSH 2023 Revision
88381,SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",1.36156423306916,CTS
88382,SVK,Slovakia,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.183843231728694,GSH 2023 Revision/CTS
88383,SVN,Slovenia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.142966614436197,CTS
88384,SWE,Sweden,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.39768586594606,CTS
88385,TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",25.4969711356703,CTS/NGO
88386,UGA,Uganda,Africa,Sub-Saharan Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.426146080633567,CTS/NP
88387,URY,Uruguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",4.96756327287614,CTS
88388,USA,United States of America,Americas,Northern America,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",3.34150788866791,CTS/NSO
88389,UZB,Uzbekistan,Asia,Central Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",0.0219121945807887,CTS
88390,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2017,"Rate per 100,000 population",22.7383619852485,CTS
88391,ALB,Albania,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",1.59888050557992,CTS/GSH 2023 Revision
88392,ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",2.73339722367898,CTS
88393,ARM,Armenia,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.211524041293723,CTS
88394,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",3.27419768514224,CTS
88395,AUS,Australia,Oceania,Australia and New Zealand,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.100083149080256,CTS
88396,AUT,Austria,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.0904924861260879,CTS/GSH 2023 Revision
88397,AZE,Azerbaijan,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.147746540219268,CTS
88398,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",20.1539412773867,CTS
88399,BIH,Bosnia and Herzegovina,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.441159732468974,CTS
88400,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",25.1265488161731,CTS/MoI
88401,BMU,Bermuda,Americas,Northern America,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",4.71913293797486,GSH 2023 Revision/CTS
88402,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.267082396211565,CTS
88403,BRB,Barbados,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",6.43573117950863,CTS
88404,BTN,Bhutan,Asia,Southern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0,CTS
88405,CAN,Canada,Americas,Northern America,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.677732627404149,CTS
88406,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.152681904633943,CTS
88407,CHL,Chile,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",2.01588636090323,CTS
88408,COL,Colombia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",16.4701711927777,CTS/GSH 2023 Revision
88409,CPV,Cabo Verde,Africa,Sub-Saharan Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",1.9257652509666,CTS
88410,CRI,Costa Rica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",7.95519065278985,CTS
88411,CYP,Cyprus,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.164091658318504,CTS
88412,DEU,Germany,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.0446338657453851,WHO
88413,DMA,Dominica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",9.8838645910551,CTS
88414,DNK,Denmark,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.0520229469750911,WHO
88415,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",4.91383100378421,CTS/NGO
88416,DZA,Algeria,Africa,Northern Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.0906337053823088,CTS
88417,ECU,Ecuador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",2.72689788566681,CTS
88418,ESP,Spain,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.104718659110482,CTS
88419,FIN,Finland,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.217570208546484,CTS
88420,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.0541310362512336,CTS
88421,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.106290200946939,CTS
88422,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.0551663264743201,CTS
88423,GEO,Georgia,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.848283220560265,CTS
88424,GRC,Greece,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.329155534548118,CTS
88425,GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",2.46228598630969,CTS
88426,GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",6.71209606356634,CTS
88427,GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",2.54610357040104,CTS
88428,HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.0267324105750743,CTS/GSH 2023 Revision
88429,HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",27.1116171492466,CTS
88430,HRV,Croatia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.120178296520718,CTS
88431,HUN,Hungary,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.122745095873126,CTS
88432,ISL,Iceland,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0,CTS/GSH 2023 Revision
88433,JAM,Jamaica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",36.0974239242345,CTS
88434,JOR,Jordan,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.334612317213242,CTS
88435,JPN,Japan,Asia,Eastern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.00316816962785713,WHO
88436,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",33.5001360943029,CTS
88437,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",12.3673322540025,CTS
88438,LKA,Sri Lanka,Asia,Southern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.342898820289045,CTS
88439,LTU,Lithuania,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.139075868667876,WHO
88440,MAR,Morocco,Africa,Northern Africa,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.0250504411507939,CTS
88441,MDA,Republic of Moldova,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.254628104513379,CTS
88442,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",20.7226834045375,CTS
88443,MLT,Malta,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.203423205705614,CTS
88444,MNE,Montenegro,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",1.10855176422054,CTS
88445,MNG,Mongolia,Asia,Eastern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.189633914887874,CTS
88446,NIC,Nicaragua,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",6.11664254751772,CTS/MoH
88447,NLD,Netherlands,Europe,Western Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.185120446593821,CTS
88448,NZL,New Zealand,Oceania,Australia and New Zealand,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.248009414437372,CTS/NP
88449,OMN,Oman,Asia,Western Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.0217336639458293,CTS
88450,PAN,Panama,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",7.05839138300056,CTS/PPR
88451,PER,Peru,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",3.35673170963159,CTS
88452,PHL,Philippines,Asia,South-eastern Asia,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",1.56674793860735,CTS
88453,PRY,Paraguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",4.60941923180071,CTS
88454,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",41.4413297679875,CTS
88455,SRB,Serbia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.551533545749977,CTS/GSH 2023 Revision
88456,SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",3.36862246079555,CTS
88457,SVK,Slovakia,Europe,Eastern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.110157514229597,GSH 2023 Revision/CTS
88458,SVN,Slovenia,Europe,Southern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.0949701888577176,CTS
88459,SWE,Sweden,Europe,Northern Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",0.423132641849314,CTS
88460,TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",27.6465416236628,CTS/NGO
88461,URY,Uruguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",8.69554560463513,CTS
88462,USA,United States of America,Americas,Northern America,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",3.15649990983622,CTS/NSO
